DateTime,Date,Hour,Entrances
2022-11-05 04:00:00,2022-11-05,4,353
2022-11-05 05:00:00,2022-11-05,5,395
2022-11-05 06:00:00,2022-11-05,6,325
2022-11-05 07:00:00,2022-11-05,7,422
2022-11-05 08:00:00,2022-11-05,8,674
2022-11-05 09:00:00,2022-11-05,9,469
2022-11-05 10:00:00,2022-11-05,10,325
2022-11-05 11:00:00,2022-11-05,11,371
2022-11-05 12:00:00,2022-11-05,12,296
2022-11-07 01:00:00,2022-11-07,1,210
2022-11-07 02:00:00,2022-11-07,2,284
2022-11-07 03:00:00,2022-11-07,3,286
2022-11-07 04:00:00,2022-11-07,4,391
2022-11-07 05:00:00,2022-11-07,5,371
2022-11-07 06:00:00,2022-11-07,6,532
2022-11-07 07:00:00,2022-11-07,7,485
2022-11-07 08:00:00,2022-11-07,8,564
2022-11-07 09:00:00,2022-11-07,9,475
2022-11-07 10:00:00,2022-11-07,10,375
2022-11-07 11:00:00,2022-11-07,11,286
2022-11-07 12:00:00,2022-11-07,12,275
2022-11-08 01:00:00,2022-11-08,1,198
2022-11-08 02:00:00,2022-11-08,2,270
2022-11-08 03:00:00,2022-11-08,3,277
2022-11-08 04:00:00,2022-11-08,4,363
2022-11-08 05:00:00,2022-11-08,5,402
2022-11-08 06:00:00,2022-11-08,6,553
2022-11-08 07:00:00,2022-11-08,7,434
2022-11-08 08:00:00,2022-11-08,8,494
2022-11-08 09:00:00,2022-11-08,9,389
2022-11-08 10:00:00,2022-11-08,10,342
2022-11-08 11:00:00,2022-11-08,11,332
2022-11-08 12:00:00,2022-11-08,12,229
2022-11-09 01:00:00,2022-11-09,1,249
2022-11-09 02:00:00,2022-11-09,2,263
2022-11-09 03:00:00,2022-11-09,3,237
2022-11-09 04:00:00,2022-11-09,4,364
2022-11-09 05:00:00,2022-11-09,5,371
2022-11-09 06:00:00,2022-11-09,6,429
2022-11-09 07:00:00,2022-11-09,7,506
2022-11-09 08:00:00,2022-11-09,8,516
2022-11-09 09:00:00,2022-11-09,9,525
2022-11-09 10:00:00,2022-11-09,10,376
2022-11-09 11:00:00,2022-11-09,11,265
2022-11-09 12:00:00,2022-11-09,12,305
2022-11-10 01:00:00,2022-11-10,1,252
2022-11-10 02:00:00,2022-11-10,2,278
2022-11-10 03:00:00,2022-11-10,3,281
2022-11-10 04:00:00,2022-11-10,4,349
2022-11-10 05:00:00,2022-11-10,5,358
2022-11-10 06:00:00,2022-11-10,6,450
2022-11-10 07:00:00,2022-11-10,7,395
2022-11-10 08:00:00,2022-11-10,8,396
2022-11-10 09:00:00,2022-11-10,9,472
2022-11-10 10:00:00,2022-11-10,10,391
2022-11-10 11:00:00,2022-11-10,11,330
2022-11-10 12:00:00,2022-11-10,12,243
2022-11-11 01:00:00,2022-11-11,1,208
2022-11-11 02:00:00,2022-11-11,2,218
2022-11-11 03:00:00,2022-11-11,3,216
2022-11-11 04:00:00,2022-11-11,4,257
2022-11-11 05:00:00,2022-11-11,5,223
2022-11-11 06:00:00,2022-11-11,6,217
2022-11-11 07:00:00,2022-11-11,7,161
2022-11-11 08:00:00,2022-11-11,8,193
2022-11-11 09:00:00,2022-11-11,9,200
2022-11-11 10:00:00,2022-11-11,10,277
2022-11-11 11:00:00,2022-11-11,11,258
2022-11-11 12:00:00,2022-11-11,12,259
2022-11-12 01:00:00,2022-11-12,1,345
2022-11-12 02:00:00,2022-11-12,2,413
2022-11-12 03:00:00,2022-11-12,3,394
2022-11-12 04:00:00,2022-11-12,4,394
2022-11-12 05:00:00,2022-11-12,5,416
2022-11-12 06:00:00,2022-11-12,6,271
2022-11-12 07:00:00,2022-11-12,7,353
2022-11-12 08:00:00,2022-11-12,8,509
2022-11-12 09:00:00,2022-11-12,9,470
2022-11-12 10:00:00,2022-11-12,10,286
2022-11-12 11:00:00,2022-11-12,11,333
2022-11-12 12:00:00,2022-11-12,12,351
2022-11-14 01:00:00,2022-11-14,1,237
2022-11-14 02:00:00,2022-11-14,2,272
2022-11-14 03:00:00,2022-11-14,3,287
2022-11-14 04:00:00,2022-11-14,4,377
2022-11-14 05:00:00,2022-11-14,5,384
2022-11-14 06:00:00,2022-11-14,6,524
2022-11-14 07:00:00,2022-11-14,7,438
2022-11-14 08:00:00,2022-11-14,8,541
2022-11-14 09:00:00,2022-11-14,9,457
2022-11-14 10:00:00,2022-11-14,10,389
2022-11-14 11:00:00,2022-11-14,11,290
2022-11-14 12:00:00,2022-11-14,12,267
2022-11-15 01:00:00,2022-11-15,1,208
2022-11-15 02:00:00,2022-11-15,2,275
2022-11-15 03:00:00,2022-11-15,3,281
2022-11-15 04:00:00,2022-11-15,4,373
2022-11-15 05:00:00,2022-11-15,5,369
2022-11-15 06:00:00,2022-11-15,6,465
2022-11-15 07:00:00,2022-11-15,7,409
2022-11-15 08:00:00,2022-11-15,8,495
2022-11-15 09:00:00,2022-11-15,9,506
2022-11-15 10:00:00,2022-11-15,10,386
2022-11-15 11:00:00,2022-11-15,11,335
2022-11-15 12:00:00,2022-11-15,12,234
2022-11-16 01:00:00,2022-11-16,1,245
2022-11-16 02:00:00,2022-11-16,2,261
2022-11-16 03:00:00,2022-11-16,3,258
2022-11-16 04:00:00,2022-11-16,4,367
2022-11-16 05:00:00,2022-11-16,5,349
2022-11-16 06:00:00,2022-11-16,6,453
2022-11-16 07:00:00,2022-11-16,7,408
2022-11-16 08:00:00,2022-11-16,8,432
2022-11-16 09:00:00,2022-11-16,9,381
2022-11-16 10:00:00,2022-11-16,10,376
2022-11-16 11:00:00,2022-11-16,11,301
2022-11-16 12:00:00,2022-11-16,12,318
2022-11-17 01:00:00,2022-11-17,1,237
2022-11-17 02:00:00,2022-11-17,2,212
2022-11-17 03:00:00,2022-11-17,3,221
2022-11-17 04:00:00,2022-11-17,4,285
2022-11-17 05:00:00,2022-11-17,5,238
2022-11-17 06:00:00,2022-11-17,6,305
2022-11-17 07:00:00,2022-11-17,7,273
2022-11-17 08:00:00,2022-11-17,8,340
2022-11-17 09:00:00,2022-11-17,9,314
2022-11-17 10:00:00,2022-11-17,10,302
2022-11-17 11:00:00,2022-11-17,11,302
2022-11-17 12:00:00,2022-11-17,12,214
2022-11-18 01:00:00,2022-11-18,1,176
2022-11-18 02:00:00,2022-11-18,2,163
2022-11-18 03:00:00,2022-11-18,3,149
2022-11-18 04:00:00,2022-11-18,4,164
2022-11-18 05:00:00,2022-11-18,5,162
2022-11-18 06:00:00,2022-11-18,6,211
2022-11-18 07:00:00,2022-11-18,7,138
2022-11-18 08:00:00,2022-11-18,8,175
2022-11-18 09:00:00,2022-11-18,9,190
2022-11-18 10:00:00,2022-11-18,10,199
2022-11-18 11:00:00,2022-11-18,11,187
2022-11-18 12:00:00,2022-11-18,12,192
2022-11-19 01:00:00,2022-11-19,1,52
2022-11-19 02:00:00,2022-11-19,2,81
2022-11-19 03:00:00,2022-11-19,3,64
2022-11-19 04:00:00,2022-11-19,4,72
2022-11-19 05:00:00,2022-11-19,5,52
2022-11-19 06:00:00,2022-11-19,6,43
2022-11-19 07:00:00,2022-11-19,7,53
2022-11-19 08:00:00,2022-11-19,8,101
2022-11-19 09:00:00,2022-11-19,9,77
2022-11-19 10:00:00,2022-11-19,10,65
2022-11-19 11:00:00,2022-11-19,11,87
2022-11-19 12:00:00,2022-11-19,12,75
2022-11-28 01:00:00,2022-11-28,1,249
2022-11-28 02:00:00,2022-11-28,2,253
2022-11-28 03:00:00,2022-11-28,3,269
2022-11-28 04:00:00,2022-11-28,4,335
2022-11-28 05:00:00,2022-11-28,5,353
2022-11-28 06:00:00,2022-11-28,6,512
2022-11-28 07:00:00,2022-11-28,7,413
2022-11-28 08:00:00,2022-11-28,8,466
2022-11-28 09:00:00,2022-11-28,9,419
2022-11-28 10:00:00,2022-11-28,10,360
2022-11-28 11:00:00,2022-11-28,11,212
2022-11-28 12:00:00,2022-11-28,12,260
2022-11-29 01:00:00,2022-11-29,1,265
2022-11-29 02:00:00,2022-11-29,2,287
2022-11-29 03:00:00,2022-11-29,3,270
2022-11-29 04:00:00,2022-11-29,4,368
2022-11-29 05:00:00,2022-11-29,5,437
2022-11-29 06:00:00,2022-11-29,6,525
2022-11-29 07:00:00,2022-11-29,7,407
2022-11-29 08:00:00,2022-11-29,8,472
2022-11-29 09:00:00,2022-11-29,9,474
2022-11-29 10:00:00,2022-11-29,10,375
2022-11-29 11:00:00,2022-11-29,11,297
2022-11-29 12:00:00,2022-11-29,12,175
2022-11-30 01:00:00,2022-11-30,1,224
2022-11-30 02:00:00,2022-11-30,2,246
2022-11-30 03:00:00,2022-11-30,3,227
2022-11-30 04:00:00,2022-11-30,4,362
2022-11-30 05:00:00,2022-11-30,5,327
2022-11-30 06:00:00,2022-11-30,6,483
2022-11-30 07:00:00,2022-11-30,7,376
2022-11-30 08:00:00,2022-11-30,8,445
2022-11-30 09:00:00,2022-11-30,9,458
2022-11-30 10:00:00,2022-11-30,10,344
2022-11-30 11:00:00,2022-11-30,11,261
2022-11-30 12:00:00,2022-11-30,12,287
2022-12-01 01:00:00,2022-12-01,1,242
2022-12-01 02:00:00,2022-12-01,2,213
2022-12-01 03:00:00,2022-12-01,3,267
2022-12-01 04:00:00,2022-12-01,4,252
2022-12-01 05:00:00,2022-12-01,5,242
2022-12-01 06:00:00,2022-12-01,6,276
2022-12-01 07:00:00,2022-12-01,7,269
2022-12-01 08:00:00,2022-12-01,8,330
2022-12-01 09:00:00,2022-12-01,9,369
2022-12-01 10:00:00,2022-12-01,10,331
2022-12-01 11:00:00,2022-12-01,11,295
2022-12-01 12:00:00,2022-12-01,12,206
2022-12-02 01:00:00,2022-12-02,1,242
2022-12-02 02:00:00,2022-12-02,2,263
2022-12-02 03:00:00,2022-12-02,3,300
2022-12-02 04:00:00,2022-12-02,4,311
2022-12-02 05:00:00,2022-12-02,5,299
2022-12-02 06:00:00,2022-12-02,6,283
2022-12-02 07:00:00,2022-12-02,7,254
2022-12-02 08:00:00,2022-12-02,8,249
2022-12-02 09:00:00,2022-12-02,9,288
2022-12-02 10:00:00,2022-12-02,10,307
2022-12-02 11:00:00,2022-12-02,11,255
2022-12-02 12:00:00,2022-12-02,12,283
2022-12-03 01:00:00,2022-12-03,1,382
2022-12-03 02:00:00,2022-12-03,2,370
2022-12-03 03:00:00,2022-12-03,3,409
2022-12-03 04:00:00,2022-12-03,4,386
2022-12-03 05:00:00,2022-12-03,5,496
2022-12-03 06:00:00,2022-12-03,6,361
2022-12-03 07:00:00,2022-12-03,7,343
2022-12-03 08:00:00,2022-12-03,8,506
2022-12-03 09:00:00,2022-12-03,9,364
2022-12-03 10:00:00,2022-12-03,10,366
2022-12-03 11:00:00,2022-12-03,11,404
2022-12-03 12:00:00,2022-12-03,12,359
2022-12-05 01:00:00,2022-12-05,1,238
2022-12-05 02:00:00,2022-12-05,2,228
2022-12-05 03:00:00,2022-12-05,3,249
2022-12-05 04:00:00,2022-12-05,4,339
2022-12-05 05:00:00,2022-12-05,5,325
2022-12-05 06:00:00,2022-12-05,6,296
2022-12-05 07:00:00,2022-12-05,7,296
2022-12-05 08:00:00,2022-12-05,8,351
2022-12-05 09:00:00,2022-12-05,9,317
2022-12-05 10:00:00,2022-12-05,10,350
2022-12-05 11:00:00,2022-12-05,11,263
2022-12-05 12:00:00,2022-12-05,12,249
2022-12-06 01:00:00,2022-12-06,1,214
2022-12-06 02:00:00,2022-12-06,2,203
2022-12-06 03:00:00,2022-12-06,3,263
2022-12-06 04:00:00,2022-12-06,4,319
2022-12-06 05:00:00,2022-12-06,5,256
2022-12-06 06:00:00,2022-12-06,6,316
2022-12-06 07:00:00,2022-12-06,7,258
2022-12-06 08:00:00,2022-12-06,8,275
2022-12-06 09:00:00,2022-12-06,9,319
2022-12-06 10:00:00,2022-12-06,10,305
2022-12-06 11:00:00,2022-12-06,11,232
2022-12-06 12:00:00,2022-12-06,12,177
2022-12-07 01:00:00,2022-12-07,1,205
2022-12-07 02:00:00,2022-12-07,2,222
2022-12-07 03:00:00,2022-12-07,3,193
2022-12-07 04:00:00,2022-12-07,4,262
2022-12-07 05:00:00,2022-12-07,5,265
2022-12-07 06:00:00,2022-12-07,6,288
2022-12-07 07:00:00,2022-12-07,7,227
2022-12-07 08:00:00,2022-12-07,8,263
2022-12-07 09:00:00,2022-12-07,9,248
2022-12-07 10:00:00,2022-12-07,10,245
2022-12-07 11:00:00,2022-12-07,11,257
2022-12-07 12:00:00,2022-12-07,12,189
2022-12-08 01:00:00,2022-12-08,1,180
2022-12-08 02:00:00,2022-12-08,2,177
2022-12-08 03:00:00,2022-12-08,3,171
2022-12-08 04:00:00,2022-12-08,4,197
2022-12-08 05:00:00,2022-12-08,5,153
2022-12-08 06:00:00,2022-12-08,6,167
2022-12-08 07:00:00,2022-12-08,7,156
2022-12-08 08:00:00,2022-12-08,8,186
2022-12-08 09:00:00,2022-12-08,9,194
2022-12-08 10:00:00,2022-12-08,10,233
2022-12-08 11:00:00,2022-12-08,11,197
2022-12-08 12:00:00,2022-12-08,12,224
2022-12-09 01:00:00,2022-12-09,1,105
2022-12-09 02:00:00,2022-12-09,2,164
2022-12-09 03:00:00,2022-12-09,3,164
2022-12-09 04:00:00,2022-12-09,4,145
2022-12-09 05:00:00,2022-12-09,5,158
2022-12-09 06:00:00,2022-12-09,6,156
2022-12-09 07:00:00,2022-12-09,7,117
2022-12-09 08:00:00,2022-12-09,8,136
2022-12-09 09:00:00,2022-12-09,9,127
2022-12-09 10:00:00,2022-12-09,10,160
2022-12-09 11:00:00,2022-12-09,11,120
2022-12-09 12:00:00,2022-12-09,12,98
2023-01-09 01:00:00,2023-01-09,1,311
2023-01-09 02:00:00,2023-01-09,2,443
2023-01-09 03:00:00,2023-01-09,3,449
2023-01-09 04:00:00,2023-01-09,4,96
2023-01-09 06:00:00,2023-01-09,6,201
2023-01-09 07:00:00,2023-01-09,7,186
2023-01-09 08:00:00,2023-01-09,8,339
2023-01-09 09:00:00,2023-01-09,9,412
2023-01-09 10:00:00,2023-01-09,10,320
2023-01-09 11:00:00,2023-01-09,11,235
2023-01-09 12:00:00,2023-01-09,12,265
2023-01-11 01:00:00,2023-01-11,1,390
2023-01-11 02:00:00,2023-01-11,2,498
2023-01-11 03:00:00,2023-01-11,3,431
2023-01-11 04:00:00,2023-01-11,4,565
2023-01-11 05:00:00,2023-01-11,5,630
2023-01-11 06:00:00,2023-01-11,6,935
2023-01-11 07:00:00,2023-01-11,7,732
2023-01-11 08:00:00,2023-01-11,8,811
2023-01-11 09:00:00,2023-01-11,9,745
2023-01-11 10:00:00,2023-01-11,10,626
2023-01-11 11:00:00,2023-01-11,11,462
2023-01-11 12:00:00,2023-01-11,12,440
2023-01-12 01:00:00,2023-01-12,1,338
2023-01-12 02:00:00,2023-01-12,2,419
2023-01-12 03:00:00,2023-01-12,3,358
2023-01-12 04:00:00,2023-01-12,4,426
2023-01-12 05:00:00,2023-01-12,5,423
2023-01-12 06:00:00,2023-01-12,6,656
2023-01-12 07:00:00,2023-01-12,7,593
2023-01-12 08:00:00,2023-01-12,8,601
2023-01-12 09:00:00,2023-01-12,9,674
2023-01-12 10:00:00,2023-01-12,10,511
2023-01-12 11:00:00,2023-01-12,11,585
2023-01-12 12:00:00,2023-01-12,12,301
2023-01-13 01:00:00,2023-01-13,1,401
2023-01-13 02:00:00,2023-01-13,2,357
2023-01-13 03:00:00,2023-01-13,3,407
2023-01-13 04:00:00,2023-01-13,4,474
2023-01-13 05:00:00,2023-01-13,5,390
2023-01-13 06:00:00,2023-01-13,6,449
2023-01-13 07:00:00,2023-01-13,7,348
2023-01-13 08:00:00,2023-01-13,8,382
2023-01-13 09:00:00,2023-01-13,9,437
2023-01-13 10:00:00,2023-01-13,10,394
2023-01-13 11:00:00,2023-01-13,11,388
2023-01-13 12:00:00,2023-01-13,12,403
2023-01-14 01:00:00,2023-01-14,1,517
2023-01-14 02:00:00,2023-01-14,2,658
2023-01-14 03:00:00,2023-01-14,3,622
2023-01-14 04:00:00,2023-01-14,4,634
2023-01-14 05:00:00,2023-01-14,5,667
2023-01-14 06:00:00,2023-01-14,6,548
2023-01-14 07:00:00,2023-01-14,7,420
2023-01-14 08:00:00,2023-01-14,8,522
2023-01-14 09:00:00,2023-01-14,9,500
2023-01-14 10:00:00,2023-01-14,10,473
2023-01-14 11:00:00,2023-01-14,11,659
2023-01-14 12:00:00,2023-01-14,12,598
2023-01-16 01:00:00,2023-01-16,1,414
2023-01-16 02:00:00,2023-01-16,2,402
2023-01-16 03:00:00,2023-01-16,3,426
2023-01-16 04:00:00,2023-01-16,4,470
2023-01-16 05:00:00,2023-01-16,5,354
2023-01-16 06:00:00,2023-01-16,6,411
2023-01-16 07:00:00,2023-01-16,7,304
2023-01-16 08:00:00,2023-01-16,8,489
2023-01-16 09:00:00,2023-01-16,9,328
2023-01-16 10:00:00,2023-01-16,10,365
2023-01-16 11:00:00,2023-01-16,11,356
2023-01-16 12:00:00,2023-01-16,12,366
2023-01-17 01:00:00,2023-01-17,1,307
2023-01-17 02:00:00,2023-01-17,2,425
2023-01-17 03:00:00,2023-01-17,3,398
2023-01-17 04:00:00,2023-01-17,4,427
2023-01-17 05:00:00,2023-01-17,5,513
2023-01-17 06:00:00,2023-01-17,6,926
2023-01-17 07:00:00,2023-01-17,7,665
2023-01-17 08:00:00,2023-01-17,8,677
2023-01-17 09:00:00,2023-01-17,9,606
2023-01-17 10:00:00,2023-01-17,10,568
2023-01-17 11:00:00,2023-01-17,11,354
2023-01-17 12:00:00,2023-01-17,12,342
2023-01-18 01:00:00,2023-01-18,1,330
2023-01-18 02:00:00,2023-01-18,2,409
2023-01-18 03:00:00,2023-01-18,3,439
2023-01-18 04:00:00,2023-01-18,4,397
2023-01-18 05:00:00,2023-01-18,5,497
2023-01-18 06:00:00,2023-01-18,6,711
2023-01-18 07:00:00,2023-01-18,7,574
2023-01-18 08:00:00,2023-01-18,8,567
2023-01-18 09:00:00,2023-01-18,9,566
2023-01-18 10:00:00,2023-01-18,10,552
2023-01-18 11:00:00,2023-01-18,11,408
2023-01-18 12:00:00,2023-01-18,12,381
2023-01-19 01:00:00,2023-01-19,1,270
2023-01-19 02:00:00,2023-01-19,2,371
2023-01-19 03:00:00,2023-01-19,3,339
2023-01-19 04:00:00,2023-01-19,4,400
2023-01-19 05:00:00,2023-01-19,5,369
2023-01-19 06:00:00,2023-01-19,6,582
2023-01-19 07:00:00,2023-01-19,7,502
2023-01-19 08:00:00,2023-01-19,8,511
2023-01-19 09:00:00,2023-01-19,9,547
2023-01-19 10:00:00,2023-01-19,10,506
2023-01-19 11:00:00,2023-01-19,11,519
2023-01-19 12:00:00,2023-01-19,12,294
2023-01-20 01:00:00,2023-01-20,1,412
2023-01-20 02:00:00,2023-01-20,2,376
2023-01-20 03:00:00,2023-01-20,3,356
2023-01-20 04:00:00,2023-01-20,4,396
2023-01-20 05:00:00,2023-01-20,5,286
2023-01-20 06:00:00,2023-01-20,6,315
2023-01-20 07:00:00,2023-01-20,7,312
2023-01-20 08:00:00,2023-01-20,8,395
2023-01-20 09:00:00,2023-01-20,9,365
2023-01-20 10:00:00,2023-01-20,10,450
2023-01-20 11:00:00,2023-01-20,11,347
2023-01-20 12:00:00,2023-01-20,12,392
2023-01-21 01:00:00,2023-01-21,1,473
2023-01-21 02:00:00,2023-01-21,2,424
2023-01-21 03:00:00,2023-01-21,3,422
2023-01-21 04:00:00,2023-01-21,4,545
2023-01-21 05:00:00,2023-01-21,5,457
2023-01-21 06:00:00,2023-01-21,6,438
2023-01-21 07:00:00,2023-01-21,7,480
2023-01-21 08:00:00,2023-01-21,8,729
2023-01-21 09:00:00,2023-01-21,9,469
2023-01-21 10:00:00,2023-01-21,10,466
2023-01-21 11:00:00,2023-01-21,11,525
2023-01-21 12:00:00,2023-01-21,12,519
2023-01-23 01:00:00,2023-01-23,1,294
2023-01-23 02:00:00,2023-01-23,2,368
2023-01-23 03:00:00,2023-01-23,3,340
2023-01-23 04:00:00,2023-01-23,4,455
2023-01-23 05:00:00,2023-01-23,5,479
2023-01-23 06:00:00,2023-01-23,6,829
2023-01-23 07:00:00,2023-01-23,7,612
2023-01-23 08:00:00,2023-01-23,8,726
2023-01-23 09:00:00,2023-01-23,9,684
2023-01-23 10:00:00,2023-01-23,10,553
2023-01-23 11:00:00,2023-01-23,11,386
2023-01-23 12:00:00,2023-01-23,12,333
2023-01-24 01:00:00,2023-01-24,1,287
2023-01-24 02:00:00,2023-01-24,2,389
2023-01-24 03:00:00,2023-01-24,3,336
2023-01-24 04:00:00,2023-01-24,4,379
2023-01-24 05:00:00,2023-01-24,5,455
2023-01-24 06:00:00,2023-01-24,6,769
2023-01-24 07:00:00,2023-01-24,7,673
2023-01-24 08:00:00,2023-01-24,8,794
2023-01-24 09:00:00,2023-01-24,9,766
2023-01-24 10:00:00,2023-01-24,10,562
2023-01-24 11:00:00,2023-01-24,11,474
2023-01-24 12:00:00,2023-01-24,12,305
2023-01-25 00:00:00,2023-01-25,0,1
2023-01-25 01:00:00,2023-01-25,1,283
2023-01-25 02:00:00,2023-01-25,2,358
2023-01-25 03:00:00,2023-01-25,3,355
2023-01-25 04:00:00,2023-01-25,4,427
2023-01-25 05:00:00,2023-01-25,5,474
2023-01-25 06:00:00,2023-01-25,6,600
2023-01-25 07:00:00,2023-01-25,7,542
2023-01-25 08:00:00,2023-01-25,8,601
2023-01-25 09:00:00,2023-01-25,9,567
2023-01-25 10:00:00,2023-01-25,10,523
2023-01-25 11:00:00,2023-01-25,11,388
2023-01-25 12:00:00,2023-01-25,12,356
2023-01-26 01:00:00,2023-01-26,1,292
2023-01-26 02:00:00,2023-01-26,2,367
2023-01-26 03:00:00,2023-01-26,3,358
2023-01-26 04:00:00,2023-01-26,4,377
2023-01-26 05:00:00,2023-01-26,5,341
2023-01-26 06:00:00,2023-01-26,6,582
2023-01-26 07:00:00,2023-01-26,7,522
2023-01-26 08:00:00,2023-01-26,8,500
2023-01-26 09:00:00,2023-01-26,9,528
2023-01-26 10:00:00,2023-01-26,10,476
2023-01-26 11:00:00,2023-01-26,11,450
2023-01-26 12:00:00,2023-01-26,12,290
2023-01-27 01:00:00,2023-01-27,1,373
2023-01-27 02:00:00,2023-01-27,2,354
2023-01-27 03:00:00,2023-01-27,3,359
2023-01-27 04:00:00,2023-01-27,4,380
2023-01-27 05:00:00,2023-01-27,5,340
2023-01-27 06:00:00,2023-01-27,6,399
2023-01-27 07:00:00,2023-01-27,7,303
2023-01-27 08:00:00,2023-01-27,8,413
2023-01-27 09:00:00,2023-01-27,9,416
2023-01-27 10:00:00,2023-01-27,10,400
2023-01-27 11:00:00,2023-01-27,11,338
2023-01-27 12:00:00,2023-01-27,12,370
2023-01-28 01:00:00,2023-01-28,1,387
2023-01-28 02:00:00,2023-01-28,2,403
2023-01-28 03:00:00,2023-01-28,3,505
2023-01-28 04:00:00,2023-01-28,4,517
2023-01-28 05:00:00,2023-01-28,5,540
2023-01-28 06:00:00,2023-01-28,6,414
2023-01-28 07:00:00,2023-01-28,7,460
2023-01-28 08:00:00,2023-01-28,8,716
2023-01-28 09:00:00,2023-01-28,9,510
2023-01-28 10:00:00,2023-01-28,10,488
2023-01-28 11:00:00,2023-01-28,11,482
2023-01-28 12:00:00,2023-01-28,12,472
2023-01-30 01:00:00,2023-01-30,1,264
2023-01-30 02:00:00,2023-01-30,2,379
2023-01-30 03:00:00,2023-01-30,3,363
2023-01-30 04:00:00,2023-01-30,4,453
2023-01-30 05:00:00,2023-01-30,5,562
2023-01-30 06:00:00,2023-01-30,6,737
2023-01-30 07:00:00,2023-01-30,7,538
2023-01-30 08:00:00,2023-01-30,8,678
2023-01-30 09:00:00,2023-01-30,9,585
2023-01-30 10:00:00,2023-01-30,10,430
2023-01-30 11:00:00,2023-01-30,11,360
2023-01-30 12:00:00,2023-01-30,12,332
2023-01-31 01:00:00,2023-01-31,1,290
2023-01-31 02:00:00,2023-01-31,2,329
2023-01-31 03:00:00,2023-01-31,3,326
2023-01-31 04:00:00,2023-01-31,4,416
2023-01-31 05:00:00,2023-01-31,5,503
2023-01-31 06:00:00,2023-01-31,6,764
2023-01-31 07:00:00,2023-01-31,7,689
2023-01-31 08:00:00,2023-01-31,8,853
2023-01-31 09:00:00,2023-01-31,9,636
2023-01-31 10:00:00,2023-01-31,10,498
2023-01-31 11:00:00,2023-01-31,11,454
2023-01-31 12:00:00,2023-01-31,12,283
2023-02-01 01:00:00,2023-02-01,1,305
2023-02-01 02:00:00,2023-02-01,2,340
2023-02-01 03:00:00,2023-02-01,3,354
2023-02-01 04:00:00,2023-02-01,4,405
2023-02-01 05:00:00,2023-02-01,5,454
2023-02-01 06:00:00,2023-02-01,6,765
2023-02-01 07:00:00,2023-02-01,7,562
2023-02-01 08:00:00,2023-02-01,8,627
2023-02-01 09:00:00,2023-02-01,9,591
2023-02-01 10:00:00,2023-02-01,10,477
2023-02-01 11:00:00,2023-02-01,11,338
2023-02-01 12:00:00,2023-02-01,12,334
2023-02-02 01:00:00,2023-02-02,1,283
2023-02-02 02:00:00,2023-02-02,2,357
2023-02-02 03:00:00,2023-02-02,3,305
2023-02-02 04:00:00,2023-02-02,4,359
2023-02-02 05:00:00,2023-02-02,5,378
2023-02-02 06:00:00,2023-02-02,6,583
2023-02-02 07:00:00,2023-02-02,7,431
2023-02-02 08:00:00,2023-02-02,8,541
2023-02-02 09:00:00,2023-02-02,9,546
2023-02-02 10:00:00,2023-02-02,10,487
2023-02-02 11:00:00,2023-02-02,11,409
2023-02-02 12:00:00,2023-02-02,12,250
2023-02-03 01:00:00,2023-02-03,1,303
2023-02-03 02:00:00,2023-02-03,2,322
2023-02-03 03:00:00,2023-02-03,3,354
2023-02-03 04:00:00,2023-02-03,4,428
2023-02-03 05:00:00,2023-02-03,5,277
2023-02-03 06:00:00,2023-02-03,6,422
2023-02-03 07:00:00,2023-02-03,7,295
2023-02-03 08:00:00,2023-02-03,8,391
2023-02-03 09:00:00,2023-02-03,9,395
2023-02-03 10:00:00,2023-02-03,10,367
2023-02-03 11:00:00,2023-02-03,11,295
2023-02-03 12:00:00,2023-02-03,12,301
2023-02-04 01:00:00,2023-02-04,1,427
2023-02-04 02:00:00,2023-02-04,2,507
2023-02-04 03:00:00,2023-02-04,3,492
2023-02-04 04:00:00,2023-02-04,4,487
2023-02-04 05:00:00,2023-02-04,5,475
2023-02-04 06:00:00,2023-02-04,6,439
2023-02-04 07:00:00,2023-02-04,7,450
2023-02-04 08:00:00,2023-02-04,8,613
2023-02-04 09:00:00,2023-02-04,9,415
2023-02-04 10:00:00,2023-02-04,10,404
2023-02-04 11:00:00,2023-02-04,11,480
2023-02-04 12:00:00,2023-02-04,12,473
2023-02-06 01:00:00,2023-02-06,1,303
2023-02-06 02:00:00,2023-02-06,2,411
2023-02-06 03:00:00,2023-02-06,3,375
2023-02-06 04:00:00,2023-02-06,4,442
2023-02-06 05:00:00,2023-02-06,5,489
2023-02-06 06:00:00,2023-02-06,6,711
2023-02-06 07:00:00,2023-02-06,7,532
2023-02-06 08:00:00,2023-02-06,8,668
2023-02-06 09:00:00,2023-02-06,9,561
2023-02-06 10:00:00,2023-02-06,10,519
2023-02-06 11:00:00,2023-02-06,11,353
2023-02-06 12:00:00,2023-02-06,12,357
2023-02-07 01:00:00,2023-02-07,1,288
2023-02-07 02:00:00,2023-02-07,2,348
2023-02-07 03:00:00,2023-02-07,3,334
2023-02-07 04:00:00,2023-02-07,4,416
2023-02-07 05:00:00,2023-02-07,5,470
2023-02-07 06:00:00,2023-02-07,6,762
2023-02-07 07:00:00,2023-02-07,7,617
2023-02-07 08:00:00,2023-02-07,8,720
2023-02-07 09:00:00,2023-02-07,9,731
