Entrance/Exit Statistics,,
Parameters,,
"Mon, Sep 12, 2022 12:00 AM to Mon, Feb 20, 2023 11:59 PM",,
Facilities: Recreation Center,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,
,Entrances,Exits
10:15 - 10:30 PM,32,0
10:30 - 10:45 PM,12,0
10:45 - 11:00 PM,8,0
11:00 - 11:15 PM,11,0
11:15 - 11:30 PM,7,0
11:30 - 11:45 PM,6,0
11:45 - 00:00 AM,1,0
"Sat, Feb 4, 2023",2632,0
08:00 - 08:15 AM,75,0
08:15 - 08:30 AM,26,0
08:30 - 08:45 AM,35,0
08:45 - 9:00 AM,35,0
9:00 - 9:15 AM,30,0
9:15 - 9:30 AM,42,0
"Tue, Feb 21 2023 2:45P",Page: 218/247,
Entrances,Exits,
9:30 - 9:45 AM,56,0
9:45 - 10:00 AM,61,0
10:00 - 10:15 AM,51,0
10:15 - 10:30 AM,54,0
10:30 - 10:45 AM,43,0
10:45 - 11:00 AM,67,0
11:00 - 11:15 AM,60,0
11:15 - 11:30 AM,66,0
11:30 - 11:45 AM,44,0
11:45 - 12:00 AM,64,0
12:00 - 12:15 AM,54,0
12:15 - 12:30 AM,50,0
12:30 - 12:45 AM,65,0
12:45 - 01:00 PM,84,0
01:00 - 01:15 PM,79,0
01:15 - 01:30 PM,49,0
01:30 - 01:45 PM,42,0
01:45 - 02:00 PM,48,0
02:00 - 02:15 PM,73,0
02:15 - 02:30 PM,48,0
02:30 - 02:45 PM,63,0
02:45 - 03:00 PM,60,0
03:00 - 03:15 PM,47,0
03:15 - 03:30 PM,40,0
03:30 - 03:45 PM,66,0
03:45 - 04:00 PM,68,0
04:00 - 04:15 PM,67,0
04:15 - 04:30 PM,44,0
04:30 - 04:45 PM,54,0
04:45 - 05:00 PM,53,0
05:00 - 05:15 PM,42,0
05:15 - 05:30 PM,57,0
05:30 - 05:45 PM,45,0
05:45 - 06:00 PM,44,0
06:00 - 06:15 PM,43,0
06:15 - 06:30 PM,52,0
06:30 - 06:45 PM,44,0
06:45 - 07:00 PM,29,0
07:00 - 07:15 PM,30,0
07:15 - 07:30 PM,39,0
"Tue, Feb 21 2023 2:45P",Page: 219/247,
,Entrances,Exits
07:30 - 07:45 PM,33,0
07:45 - 08:00 PM,36,0
08:00 - 08:15 PM,39,0
08:15 - 08:30 PM,43,0
08:30 - 08:45 PM,27,0
08:45 - 9:00 PM,34,0
9:00 - 9:15 PM,14,0
9:15 - 9:30 PM,3,0
9:30 - 9:45 PM,6,0
9:45 - 10:00 PM,9,0
Week: 02/05/2023 - 02/11/2023,32297,0
"Sun, Feb 5, 2023",3030,0
07:45 - 08:00 AM,27,0
08:00 - 08:15 AM,51,0
08:15 - 08:30 AM,17,0
08:30 - 08:45 AM,24,0
08:45 - 9:00 AM,31,0
9:00 - 9:15 AM,16,0
9:15 - 9:30 AM,24,0
9:30 - 9:45 AM,47,0
9:45 - 10:00 AM,40,0
10:00 - 10:15 AM,45,0
10:15 - 10:30 AM,45,0
10:30 - 10:45 AM,37,0
10:45 - 11:00 AM,62,0
11:00 - 11:15 AM,86,0
11:15 - 11:30 AM,42,0
11:30 - 11:45 AM,68,0
11:45 - 12:00 AM,50,0
12:00 - 12:15 AM,47,0
12:15 - 12:30 AM,63,0
12:30 - 12:45 AM,53,0
12:45 - 01:00 PM,57,0
01:00 - 01:15 PM,44,0
01:15 - 01:30 PM,57,0
01:30 - 01:45 PM,53,0
01:45 - 02:00 PM,55,0
02:00 - 02:15 PM,49,0
02:15 - 02:30 PM,59,0
02:30 - 02:45 PM,78,0
"Tue, Feb 21 2023 2:45P",Page: 220/247,
Entrances,Exits,
02:45 - 03:00 PM,77,0
03:00 - 03:15 PM,62,0
03:15 - 03:30 PM,78,0
03:30 - 03:45 PM,55,0
03:45 - 04:00 PM,76,0
04:00 - 04:15 PM,54,0
04:15 - 04:30 PM,59,0
04:30 - 04:45 PM,61,0
04:45 - 05:00 PM,95,0
05:00 - 05:15 PM,102,0
05:15 - 05:30 PM,45,0
05:30 - 05:45 PM,61,0
05:45 - 06:00 PM,79,0
06:00 - 06:15 PM,79,0
06:15 - 06:30 PM,57,0
06:30 - 06:45 PM,50,0
06:45 - 07:00 PM,85,0
07:00 - 07:15 PM,76,0
07:15 - 07:30 PM,72,0
07:30 - 07:45 PM,73,0
07:45 - 08:00 PM,64,0
08:00 - 08:15 PM,55,0
08:15 - 08:30 PM,59,0
08:30 - 08:45 PM,34,0
08:45 - 9:00 PM,28,0
9:00 - 9:15 PM,35,0
9:15 - 9:30 PM,22,0
9:30 - 9:45 PM,9,0
9:45 - 10:00 PM,1,0
"Mon, Feb 6, 2023",5721,0
05:45 - 06:00 AM,30,0
06:00 - 06:15 AM,87,0
06:15 - 06:30 AM,53,0
06:30 - 06:45 AM,33,0
06:45 - 07:00 AM,34,0
07:00 - 07:15 AM,41,0
07:15 - 07:30 AM,42,0
07:30 - 07:45 AM,48,0
07:45 - 08:00 AM,40,0
08:00 - 08:15 AM,67,0
"Tue, Feb 21 2023 2:45P",Page: 221/247,
Entrances,Exits,
08:15 - 08:30 AM,66,0
08:30 - 08:45 AM,71,0
08:45 - 9:00 AM,89,0
9:00 - 9:15 AM,128,0
9:15 - 9:30 AM,56,0
9:30 - 9:45 AM,46,0
9:45 - 10:00 AM,77,0
10:00 - 10:15 AM,185,0
10:15 - 10:30 AM,70,0
10:30 - 10:45 AM,47,0
10:45 - 11:00 AM,69,0
11:00 - 11:15 AM,133,0
11:15 - 11:30 AM,55,0
11:30 - 11:45 AM,51,0
11:45 - 12:00 AM,104,0
12:00 - 12:15 AM,147,0
12:15 - 12:30 AM,77,0
12:30 - 12:45 AM,69,0
12:45 - 01:00 PM,64,0
01:00 - 01:15 PM,99,0
01:15 - 01:30 PM,69,0
01:30 - 01:45 PM,59,0
01:45 - 02:00 PM,76,0
02:00 - 02:15 PM,173,0
02:15 - 02:30 PM,91,0
02:30 - 02:45 PM,81,0
02:45 - 03:00 PM,66,0
03:00 - 03:15 PM,112,0
03:15 - 03:30 PM,66,0
03:30 - 03:45 PM,68,0
03:45 - 04:00 PM,129,0
04:00 - 04:15 PM,159,0
04:15 - 04:30 PM,95,0
04:30 - 04:45 PM,87,0
04:45 - 05:00 PM,101,0
05:00 - 05:15 PM,126,0
05:15 - 05:30 PM,115,0
05:30 - 05:45 PM,112,0
05:45 - 06:00 PM,106,0
06:00 - 06:15 PM,146,0
"Tue, Feb 21 2023 2:45P",Page: 222/247,
Entrances,Exits,
06:15 - 06:30 PM,171,0
06:30 - 06:45 PM,123,0
06:45 - 07:00 PM,64,0
07:00 - 07:15 PM,112,0
07:15 - 07:30 PM,98,0
07:30 - 07:45 PM,76,0
07:45 - 08:00 PM,75,0
08:00 - 08:15 PM,94,0
08:15 - 08:30 PM,80,0
08:30 - 08:45 PM,89,0
08:45 - 9:00 PM,112,0
9:00 - 9:15 PM,98,0
9:15 - 9:30 PM,57,0
9:30 - 9:45 PM,58,0
9:45 - 10:00 PM,41,0
10:00 - 10:15 PM,62,0
10:15 - 10:30 PM,34,0
10:30 - 10:45 PM,35,0
10:45 - 11:00 PM,17,0
11:00 - 11:15 PM,8,0
11:15 - 11:30 PM,1,0
11:30 - 11:45 PM,1,0
"Tue, Feb 7, 2023",5824,0
06:00 - 06:15 AM,95,0
06:15 - 06:30 AM,76,0
06:30 - 06:45 AM,64,0
06:45 - 07:00 AM,36,0
07:00 - 07:15 AM,41,0
07:15 - 07:30 AM,54,0
07:30 - 07:45 AM,39,0
07:45 - 08:00 AM,50,0
08:00 - 08:15 AM,113,0
08:15 - 08:30 AM,52,0
08:30 - 08:45 AM,46,0
08:45 - 9:00 AM,75,0
9:00 - 9:15 AM,146,0
9:15 - 9:30 AM,50,0
9:30 - 9:45 AM,78,0
9:45 - 10:00 AM,49,0
10:00 - 10:15 AM,147,0
"Tue, Feb 21 2023 2:45P",Page: 223/247,
Entrances,Exits,
10:15 - 10:30 AM,70,0
10:30 - 10:45 AM,63,0
10:45 - 11:00 AM,104,0
11:00 - 11:15 AM,180,0
11:15 - 11:30 AM,50,0
11:30 - 11:45 AM,59,0
11:45 - 12:00 AM,82,0
12:00 - 12:15 AM,98,0
12:15 - 12:30 AM,53,0
12:30 - 12:45 AM,46,0
12:45 - 01:00 PM,56,0
01:00 - 01:15 PM,90,0
01:15 - 01:30 PM,60,0
01:30 - 01:45 PM,54,0
01:45 - 02:00 PM,84,0
02:00 - 02:15 PM,123,0
02:15 - 02:30 PM,84,0
02:30 - 02:45 PM,72,0
02:45 - 03:00 PM,69,0
03:00 - 03:15 PM,110,0
03:15 - 03:30 PM,57,0
03:30 - 03:45 PM,71,0
03:45 - 04:00 PM,96,0
04:00 - 04:15 PM,165,0
04:15 - 04:30 PM,80,0
04:30 - 04:45 PM,82,0
04:45 - 05:00 PM,89,0
05:00 - 05:15 PM,111,0
05:15 - 05:30 PM,108,0
05:30 - 05:45 PM,109,0
05:45 - 06:00 PM,142,0
06:00 - 06:15 PM,190,0
06:15 - 06:30 PM,92,0
06:30 - 06:45 PM,98,0
06:45 - 07:00 PM,111,0
07:00 - 07:15 PM,148,0
07:15 - 07:30 PM,110,0
07:30 - 07:45 PM,84,0
07:45 - 08:00 PM,91,0
08:00 - 08:15 PM,87,0
"Tue, Feb 21 2023 2:45P",Page: 224/247,
Entrances,Exits,
08:15 - 08:30 PM,111,0
08:30 - 08:45 PM,143,0
08:45 - 9:00 PM,93,0
9:00 - 9:15 PM,147,0
9:15 - 9:30 PM,97,0
9:30 - 9:45 PM,113,0
9:45 - 10:00 PM,51,0
10:00 - 10:15 PM,47,0
10:15 - 10:30 PM,29,0
10:30 - 10:45 PM,22,0
10:45 - 11:00 PM,18,0
11:00 - 11:15 PM,12,0
11:15 - 11:30 PM,2,0
"Wed, Feb 8, 2023",5477,0
06:00 - 06:15 AM,97,0
06:15 - 06:30 AM,38,0
06:30 - 06:45 AM,37,0
06:45 - 07:00 AM,24,0
07:00 - 07:15 AM,45,0
07:15 - 07:30 AM,51,0
07:30 - 07:45 AM,45,0
07:45 - 08:00 AM,36,0
08:00 - 08:15 AM,77,0
08:15 - 08:30 AM,55,0
08:30 - 08:45 AM,87,0
08:45 - 9:00 AM,76,0
9:00 - 9:15 AM,94,0
9:15 - 9:30 AM,47,0
9:30 - 9:45 AM,53,0
9:45 - 10:00 AM,62,0
10:00 - 10:15 AM,182,0
10:15 - 10:30 AM,56,0
10:30 - 10:45 AM,57,0
10:45 - 11:00 AM,69,0
11:00 - 11:15 AM,114,0
11:15 - 11:30 AM,59,0
11:30 - 11:45 AM,63,0
11:45 - 12:00 AM,102,0
12:00 - 12:15 AM,143,0
12:15 - 12:30 AM,58,0
"Tue, Feb 21 2023 2:45P",Page: 225/247,
Entrances,Exits,
12:30 - 12:45 AM,54,0
12:45 - 01:00 PM,50,0
01:00 - 01:15 PM,89,0
01:15 - 01:30 PM,69,0
01:30 - 01:45 PM,66,0
01:45 - 02:00 PM,102,0
02:00 - 02:15 PM,139,0
02:15 - 02:30 PM,61,0
02:30 - 02:45 PM,107,0
02:45 - 03:00 PM,68,0
03:00 - 03:15 PM,124,0
03:15 - 03:30 PM,86,0
03:30 - 03:45 PM,102,0
03:45 - 04:00 PM,97,0
04:00 - 04:15 PM,152,0
04:15 - 04:30 PM,98,0
04:30 - 04:45 PM,73,0
04:45 - 05:00 PM,100,0
05:00 - 05:15 PM,138,0
05:15 - 05:30 PM,95,0
05:30 - 05:45 PM,108,0
05:45 - 06:00 PM,127,0
06:00 - 06:15 PM,116,0
06:15 - 06:30 PM,125,0
06:30 - 06:45 PM,88,0
06:45 - 07:00 PM,86,0
07:00 - 07:15 PM,93,0
07:15 - 07:30 PM,88,0
07:30 - 07:45 PM,84,0
07:45 - 08:00 PM,124,0
08:00 - 08:15 PM,116,0
08:15 - 08:30 PM,80,0
08:30 - 08:45 PM,64,0
08:45 - 9:00 PM,68,0
9:00 - 9:15 PM,68,0
9:15 - 9:30 PM,77,0
9:30 - 9:45 PM,72,0
9:45 - 10:00 PM,51,0
10:00 - 10:15 PM,35,0
10:15 - 10:30 PM,37,0
"Tue, Feb 21 2023 2:45P",Page: 226/247,
Entrances,Exits,
10:30 - 10:45 PM,27,0
10:45 - 11:00 PM,25,0
11:00 - 11:15 PM,9,0
11:15 - 11:30 PM,5,0
11:30 - 11:45 PM,5,0
11:45 - 00:00 AM,2,0
"Thu, Feb 9, 2023",5211,0
06:00 - 06:15 AM,89,0
06:15 - 06:30 AM,59,0
06:30 - 06:45 AM,41,0
06:45 - 07:00 AM,30,0
07:00 - 07:15 AM,30,0
07:15 - 07:30 AM,45,0
07:30 - 07:45 AM,36,0
07:45 - 08:00 AM,45,0
08:00 - 08:15 AM,85,0
08:15 - 08:30 AM,52,0
08:30 - 08:45 AM,54,0
08:45 - 9:00 AM,77,0
9:00 - 9:15 AM,132,0
9:15 - 9:30 AM,63,0
9:30 - 9:45 AM,76,0
9:45 - 10:00 AM,51,0
10:00 - 10:15 AM,127,0
10:15 - 10:30 AM,89,0
10:30 - 10:45 AM,66,0
10:45 - 11:00 AM,90,0
11:00 - 11:15 AM,181,0
11:15 - 11:30 AM,89,0
11:30 - 11:45 AM,88,0
11:45 - 12:00 AM,97,0
12:00 - 12:15 AM,142,0
12:15 - 12:30 AM,70,0
12:30 - 12:45 AM,54,0
12:45 - 01:00 PM,59,0
01:00 - 01:15 PM,90,0
01:15 - 01:30 PM,77,0
01:30 - 01:45 PM,58,0
01:45 - 02:00 PM,100,0
02:00 - 02:15 PM,132,0
"Tue, Feb 21 2023 2:45P",Page: 227/247,
Entrances,Exits,
02:15 - 02:30 PM,64,0
02:30 - 02:45 PM,86,0
02:45 - 03:00 PM,74,0
03:00 - 03:15 PM,130,0
03:15 - 03:30 PM,80,0
03:30 - 03:45 PM,68,0
03:45 - 04:00 PM,67,0
04:00 - 04:15 PM,151,0
04:15 - 04:30 PM,71,0
04:30 - 04:45 PM,80,0
04:45 - 05:00 PM,87,0
05:00 - 05:15 PM,80,0
05:15 - 05:30 PM,80,0
05:30 - 05:45 PM,86,0
05:45 - 06:00 PM,80,0
06:00 - 06:15 PM,125,0
06:15 - 06:30 PM,114,0
06:30 - 06:45 PM,91,0
06:45 - 07:00 PM,115,0
07:00 - 07:15 PM,88,0
07:15 - 07:30 PM,52,0
07:30 - 07:45 PM,56,0
07:45 - 08:00 PM,77,0
08:00 - 08:15 PM,65,0
08:15 - 08:30 PM,86,0
08:30 - 08:45 PM,45,0
08:45 - 9:00 PM,63,0
9:00 - 9:15 PM,97,0
9:15 - 9:30 PM,74,0
9:30 - 9:45 PM,53,0
9:45 - 10:00 PM,42,0
10:00 - 10:15 PM,25,0
10:15 - 10:30 PM,27,0
10:30 - 10:45 PM,22,0
10:45 - 11:00 PM,13,0
11:00 - 11:15 PM,10,0
11:15 - 11:30 PM,13,0
"Fri, Feb 10, 2023",4249,0
06:00 - 06:15 AM,71,0
06:15 - 06:30 AM,32,0
"Tue, Feb 21 2023 2:45P",Page: 228/247,
Entrances,Exits,
06:30 - 06:45 AM,31,0
06:45 - 07:00 AM,17,0
07:00 - 07:15 AM,23,0
07:15 - 07:30 AM,17,0
07:30 - 07:45 AM,22,0
07:45 - 08:00 AM,38,0
08:00 - 08:15 AM,59,0
08:15 - 08:30 AM,35,0
08:30 - 08:45 AM,66,0
08:45 - 9:00 AM,98,0
9:00 - 9:15 AM,93,0
9:15 - 9:30 AM,40,0
9:30 - 9:45 AM,58,0
9:45 - 10:00 AM,52,0
10:00 - 10:15 AM,117,0
10:15 - 10:30 AM,62,0
10:30 - 10:45 AM,46,0
10:45 - 11:00 AM,68,0
11:00 - 11:15 AM,74,0
11:15 - 11:30 AM,63,0
11:30 - 11:45 AM,63,0
11:45 - 12:00 AM,74,0
12:00 - 12:15 AM,98,0
12:15 - 12:30 AM,70,0
12:30 - 12:45 AM,66,0
12:45 - 01:00 PM,94,0
01:00 - 01:15 PM,96,0
01:15 - 01:30 PM,90,0
01:30 - 01:45 PM,61,0
01:45 - 02:00 PM,58,0
02:00 - 02:15 PM,108,0
02:15 - 02:30 PM,74,0
02:30 - 02:45 PM,82,0
02:45 - 03:00 PM,102,0
03:00 - 03:15 PM,100,0
03:15 - 03:30 PM,68,0
03:30 - 03:45 PM,87,0
03:45 - 04:00 PM,73,0
04:00 - 04:15 PM,90,0
04:15 - 04:30 PM,83,0
"Tue, Feb 21 2023 2:45P",Page: 229/247,
Entrances,Exits,
04:30 - 04:45 PM,91,0
04:45 - 05:00 PM,85,0
05:00 - 05:15 PM,148,0
05:15 - 05:30 PM,68,0
05:30 - 05:45 PM,50,0
05:45 - 06:00 PM,52,0
06:00 - 06:15 PM,52,0
06:15 - 06:30 PM,74,0
06:30 - 06:45 PM,48,0
06:45 - 07:00 PM,70,0
07:00 - 07:15 PM,48,0
07:15 - 07:30 PM,41,0
07:30 - 07:45 PM,40,0
07:45 - 08:00 PM,44,0
08:00 - 08:15 PM,59,0
08:15 - 08:30 PM,65,0
08:30 - 08:45 PM,47,0
08:45 - 9:00 PM,39,0
9:00 - 9:15 PM,49,0
9:15 - 9:30 PM,30,0
9:30 - 9:45 PM,45,0
9:45 - 10:00 PM,49,0
10:00 - 10:15 PM,36,0
10:15 - 10:30 PM,24,0
10:30 - 10:45 PM,15,0
10:45 - 11:00 PM,23,0
11:00 - 11:15 PM,25,0
11:15 - 11:30 PM,3,0
11:30 - 11:45 PM,10,0
"Sat, Feb 11, 2023",2785,0
08:00 - 08:15 AM,87,0
08:15 - 08:30 AM,40,0
08:30 - 08:45 AM,36,0
08:45 - 9:00 AM,54,0
9:00 - 9:15 AM,28,0
9:15 - 9:30 AM,43,0
9:30 - 9:45 AM,44,0
9:45 - 10:00 AM,85,0
10:00 - 10:15 AM,68,0
10:15 - 10:30 AM,33,0
"Tue, Feb 21 2023 2:45P",Page: 230/247,
Entrances,Exits,
10:30 - 10:45 AM,52,0
10:45 - 11:00 AM,52,0
11:00 - 11:15 AM,86,0
11:15 - 11:30 AM,68,0
11:30 - 11:45 AM,60,0
11:45 - 12:00 AM,60,0
12:00 - 12:15 AM,71,0
12:15 - 12:30 AM,59,0
12:30 - 12:45 AM,71,0
12:45 - 01:00 PM,58,0
01:00 - 01:15 PM,62,0
01:15 - 01:30 PM,57,0
01:30 - 01:45 PM,50,0
01:45 - 02:00 PM,67,0
02:00 - 02:15 PM,49,0
02:15 - 02:30 PM,51,0
02:30 - 02:45 PM,50,0
02:45 - 03:00 PM,40,0
03:00 - 03:15 PM,49,0
03:15 - 03:30 PM,56,0
03:30 - 03:45 PM,65,0
03:45 - 04:00 PM,66,0
04:00 - 04:15 PM,59,0
04:15 - 04:30 PM,83,0
04:30 - 04:45 PM,45,0
04:45 - 05:00 PM,36,0
05:00 - 05:15 PM,59,0
05:15 - 05:30 PM,53,0
05:30 - 05:45 PM,39,0
05:45 - 06:00 PM,43,0
06:00 - 06:15 PM,51,0
06:15 - 06:30 PM,34,0
06:30 - 06:45 PM,40,0
06:45 - 07:00 PM,36,0
07:00 - 07:15 PM,54,0
07:15 - 07:30 PM,34,0
07:30 - 07:45 PM,32,0
07:45 - 08:00 PM,33,0
08:00 - 08:15 PM,38,0
08:15 - 08:30 PM,46,0
"Tue, Feb 21 2023 2:45P",Page: 231/247,
,Entrances,Exits
08:30 - 08:45 PM,48,0
08:45 - 9:00 PM,45,0
9:00 - 9:15 PM,29,0
9:15 - 9:30 PM,15,0
9:30 - 9:45 PM,12,0
9:45 - 10:00 PM,4,0
Week: 02/12/2023 - 02/18/2023,27724,0
"Sun, Feb 12, 2023",2339,0
08:00 - 08:15 AM,63,0
08:15 - 08:30 AM,24,0
08:30 - 08:45 AM,22,0
08:45 - 9:00 AM,21,0
9:00 - 9:15 AM,25,0
9:15 - 9:30 AM,41,0
9:30 - 9:45 AM,45,0
9:45 - 10:00 AM,71,0
10:00 - 10:15 AM,62,0
10:15 - 10:30 AM,42,0
10:30 - 10:45 AM,42,0
10:45 - 11:00 AM,61,0
11:00 - 11:15 AM,67,0
11:15 - 11:30 AM,58,0
11:30 - 11:45 AM,44,0
11:45 - 12:00 AM,42,0
12:00 - 12:15 AM,90,0
12:15 - 12:30 AM,62,0
12:30 - 12:45 AM,83,0
12:45 - 01:00 PM,59,0
01:00 - 01:15 PM,53,0
01:15 - 01:30 PM,40,0
01:30 - 01:45 PM,42,0
01:45 - 02:00 PM,39,0
02:00 - 02:15 PM,38,0
02:15 - 02:30 PM,48,0
02:30 - 02:45 PM,39,0
02:45 - 03:00 PM,43,0
03:00 - 03:15 PM,29,0
03:15 - 03:30 PM,23,0
03:30 - 03:45 PM,24,0
03:45 - 04:00 PM,47,0
"Tue, Feb 21 2023 2:45P",Page: 232/247,
Entrances,Exits,
04:00 - 04:15 PM,40,0
04:15 - 04:30 PM,23,0
04:30 - 04:45 PM,34,0
04:45 - 05:00 PM,59,0
05:00 - 05:15 PM,26,0
05:15 - 05:30 PM,22,0
05:30 - 05:45 PM,24,0
05:45 - 06:00 PM,23,0
06:00 - 06:15 PM,36,0
06:15 - 06:30 PM,40,0
06:30 - 06:45 PM,32,0
06:45 - 07:00 PM,19,0
07:00 - 07:15 PM,43,0
07:15 - 07:30 PM,42,0
07:30 - 07:45 PM,48,0
07:45 - 08:00 PM,110,0
08:00 - 08:15 PM,64,0
08:15 - 08:30 PM,43,0
08:30 - 08:45 PM,38,0
08:45 - 9:00 PM,36,0
9:00 - 9:15 PM,27,0
9:15 - 9:30 PM,8,0
9:30 - 9:45 PM,9,0
9:45 - 10:00 PM,4,0
"Mon, Feb 13, 2023",5211,0
05:45 - 06:00 AM,7,0
06:00 - 06:15 AM,93,0
06:15 - 06:30 AM,32,0
06:30 - 06:45 AM,39,0
06:45 - 07:00 AM,24,0
07:00 - 07:15 AM,42,0
07:15 - 07:30 AM,38,0
07:30 - 07:45 AM,50,0
07:45 - 08:00 AM,32,0
08:00 - 08:15 AM,60,0
08:15 - 08:30 AM,48,0
08:30 - 08:45 AM,53,0
08:45 - 9:00 AM,72,0
9:00 - 9:15 AM,113,0
9:15 - 9:30 AM,56,0
"Tue, Feb 21 2023 2:45P",Page: 233/247,
Entrances,Exits,
9:30 - 9:45 AM,54,0
9:45 - 10:00 AM,74,0
10:00 - 10:15 AM,157,0
10:15 - 10:30 AM,43,0
10:30 - 10:45 AM,41,0
10:45 - 11:00 AM,56,0
11:00 - 11:15 AM,117,0
11:15 - 11:30 AM,55,0
11:30 - 11:45 AM,54,0
11:45 - 12:00 AM,89,0
12:00 - 12:15 AM,127,0
12:15 - 12:30 AM,60,0
12:30 - 12:45 AM,53,0
12:45 - 01:00 PM,47,0
01:00 - 01:15 PM,116,0
01:15 - 01:30 PM,75,0
01:30 - 01:45 PM,53,0
01:45 - 02:00 PM,78,0
02:00 - 02:15 PM,133,0
02:15 - 02:30 PM,74,0
02:30 - 02:45 PM,66,0
02:45 - 03:00 PM,56,0
03:00 - 03:15 PM,126,0
03:15 - 03:30 PM,71,0
03:30 - 03:45 PM,70,0
03:45 - 04:00 PM,111,0
04:00 - 04:15 PM,168,0
04:15 - 04:30 PM,82,0
04:30 - 04:45 PM,89,0
04:45 - 05:00 PM,93,0
05:00 - 05:15 PM,142,0
05:15 - 05:30 PM,121,0
05:30 - 05:45 PM,102,0
05:45 - 06:00 PM,84,0
06:00 - 06:15 PM,113,0
06:15 - 06:30 PM,129,0
06:30 - 06:45 PM,88,0
06:45 - 07:00 PM,88,0
07:00 - 07:15 PM,88,0
07:15 - 07:30 PM,97,0
"Tue, Feb 21 2023 2:45P",Page: 234/247,
Entrances,Exits,
07:30 - 07:45 PM,74,0
07:45 - 08:00 PM,48,0
08:00 - 08:15 PM,90,0
08:15 - 08:30 PM,104,0
08:30 - 08:45 PM,89,0
08:45 - 9:00 PM,57,0
9:00 - 9:15 PM,85,0
9:15 - 9:30 PM,86,0
9:30 - 9:45 PM,53,0
9:45 - 10:00 PM,52,0
10:00 - 10:15 PM,63,0
10:15 - 10:30 PM,46,0
10:30 - 10:45 PM,30,0
10:45 - 11:00 PM,18,0
11:00 - 11:15 PM,12,0
11:15 - 11:30 PM,4,0
11:30 - 11:45 PM,1,0
"Tue, Feb 14, 2023",5152,0
06:00 - 06:15 AM,127,0
06:15 - 06:30 AM,66,0
06:30 - 06:45 AM,54,0
06:45 - 07:00 AM,34,0
07:00 - 07:15 AM,39,0
07:15 - 07:30 AM,42,0
07:30 - 07:45 AM,48,0
07:45 - 08:00 AM,60,0
08:00 - 08:15 AM,93,0
08:15 - 08:30 AM,55,0
08:30 - 08:45 AM,38,0
08:45 - 9:00 AM,82,0
9:00 - 9:15 AM,147,0
9:15 - 9:30 AM,70,0
9:30 - 9:45 AM,81,0
9:45 - 10:00 AM,63,0
10:00 - 10:15 AM,124,0
10:15 - 10:30 AM,61,0
10:30 - 10:45 AM,66,0
10:45 - 11:00 AM,83,0
11:00 - 11:15 AM,185,0
11:15 - 11:30 AM,88,0
"Tue, Feb 21 2023 2:45P",Page: 235/247,
Entrances,Exits,
11:30 - 11:45 AM,63,0
11:45 - 12:00 AM,66,0
12:00 - 12:15 AM,99,0
12:15 - 12:30 AM,52,0
12:30 - 12:45 AM,42,0
12:45 - 01:00 PM,44,0
01:00 - 01:15 PM,80,0
01:15 - 01:30 PM,53,0
01:30 - 01:45 PM,68,0
01:45 - 02:00 PM,73,0
02:00 - 02:15 PM,127,0
02:15 - 02:30 PM,80,0
02:30 - 02:45 PM,57,0
02:45 - 03:00 PM,68,0
03:00 - 03:15 PM,119,0
03:15 - 03:30 PM,65,0
03:30 - 03:45 PM,62,0
03:45 - 04:00 PM,76,0
04:00 - 04:15 PM,146,0
04:15 - 04:30 PM,62,0
04:30 - 04:45 PM,88,0
04:45 - 05:00 PM,66,0
05:00 - 05:15 PM,84,0
05:15 - 05:30 PM,102,0
05:30 - 05:45 PM,94,0
05:45 - 06:00 PM,109,0
06:00 - 06:15 PM,151,0
06:15 - 06:30 PM,80,0
06:30 - 06:45 PM,47,0
06:45 - 07:00 PM,81,0
07:00 - 07:15 PM,81,0
07:15 - 07:30 PM,80,0
07:30 - 07:45 PM,70,0
07:45 - 08:00 PM,70,0
08:00 - 08:15 PM,90,0
08:15 - 08:30 PM,90,0
08:30 - 08:45 PM,67,0
08:45 - 9:00 PM,79,0
9:00 - 9:15 PM,56,0
9:15 - 9:30 PM,95,0
"Tue, Feb 21 2023 2:45P",Page: 236/247,
Entrances,Exits,
9:30 - 9:45 PM,75,0
9:45 - 10:00 PM,48,0
10:00 - 10:15 PM,27,0
10:15 - 10:30 PM,36,0
10:30 - 10:45 PM,22,0
10:45 - 11:00 PM,34,0
11:00 - 11:15 PM,14,0
11:15 - 11:30 PM,7,0
11:45 - 00:00 AM,1,0
"Wed, Feb 15, 2023",5007,0
06:00 - 06:15 AM,100,0
06:15 - 06:30 AM,29,0
06:30 - 06:45 AM,27,0
06:45 - 07:00 AM,28,0
07:00 - 07:15 AM,29,0
07:15 - 07:30 AM,33,0
07:30 - 07:45 AM,43,0
07:45 - 08:00 AM,24,0
08:00 - 08:15 AM,48,0
08:15 - 08:30 AM,55,0
08:30 - 08:45 AM,77,0
08:45 - 9:00 AM,54,0
9:00 - 9:15 AM,108,0
9:15 - 9:30 AM,45,0
9:30 - 9:45 AM,35,0
9:45 - 10:00 AM,68,0
10:00 - 10:15 AM,185,0
10:15 - 10:30 AM,53,0
10:30 - 10:45 AM,41,0
10:45 - 11:00 AM,64,0
11:00 - 11:15 AM,108,0
11:15 - 11:30 AM,60,0
11:30 - 11:45 AM,55,0
11:45 - 12:00 AM,75,0
12:00 - 12:15 AM,127,0
12:15 - 12:30 AM,66,0
